Material,Coating Material,Temperature (°C),Density (g/cm³),Thermal Conductivity (W/m·K),Thermal Expansion (×10⁻⁶/°C),Normal Load (N),Sliding Speed (m/s),COF,Wear Rate (mm³/N·m),Hardness (HV),Lunar Contact
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,1,0.1,0.1045,0,1600,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,1,0.1,0.3275,0.00000000037576,1592,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,1,0.5,0.0999,0,1592,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,1,0.5,0.3203,0.00000000074429,1600,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,1,1,0.1014,0,1602,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,1,1,0.2839,0.0000000011445,1603,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,5,0.001,0.128,0,1599,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,5,0.001,0.3723,0.00000000025844,1596,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,5,0.01,0.109,0,1601,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,5,0.01,0.3508,0.00000000062237,1601,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,5,0.05,0.1128,0,1602,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,5,0.05,0.3346,0.0000000012177,1600,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,5,0.1,0.1008,0,1606,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,5,0.1,0.3024,0.0000000018525,1599,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,5,0.5,0.0996,0,1602,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,5,0.5,0.2985,0.0000000027283,1603,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,5,1,0.092,0.00000000012559,1599,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,5,1,0.2678,0.0000000035548,1599,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,10,0.001,0.119,0,1601,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,10,0.001,0.3366,0.00000000049204,1602,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,10,0.01,0.117,0,1598,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,10,0.01,0.3057,0.0000000010974,1599,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,10,0.05,0.0984,0,1600,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,10,0.05,0.2943,0.0000000022197,1599,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,10,0.1,0.0956,0,1598,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,10,0.1,0.3218,0.0000000029828,1598,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,10,0.5,0.0899,0.00000000017133,1597,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,10,0.5,0.2759,0.0000000061889,1607,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,10,1,0.0934,0.00000000022816,1597,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,10,1,0.2504,0.0000000071898,1601,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,20,0.001,0.0971,0,1593,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,20,0.001,0.3079,0.00000000079767,1600,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,20,0.01,0.101,0,1602,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,20,0.01,0.2901,0.0000000019824,1603,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,20,0.05,0.0913,0.0000000001434,1601,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,20,0.05,0.2846,0.0000000037893,1600,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,20,0.1,0.0927,0.00000000017112,1600,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,20,0.1,0.2748,0.0000000047135,1603,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,20,0.5,0.0882,0.00000000035637,1599,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,20,0.5,0.2614,0.0000000096756,1603,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,20,1,0.089,0.00000000039342,1600,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,20,1,0.2377,0.000000011798,1602,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,50,0.001,0.0877,0,1597,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,50,0.001,0.2574,0.0000000020277,1601,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,50,0.01,0.0759,0.00000000016367,1607,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,50,0.01,0.2456,0.0000000042346,1605,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,50,0.05,0.0773,0.00000000025492,1598,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,50,0.05,0.236,0.0000000078008,1596,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,50,0.1,0.0672,0.00000000038703,1597,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,50,0.1,0.2326,0.000000011488,1592,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,50,0.5,0.0702,0.00000000078173,1589,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,50,0.5,0.2108,0.000000019155,1598,No
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,50,1,0.0743,0.00000000097784,1604,Yes
Silicon Nitride (Si3N4),None (Uncoated),-153,3.2,40.86,2.57,50,1,0.2207,0.000000026718,1599,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,1,0.001,0.1252,0,1591,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,1,0.001,0.395,0,1597,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,1,0.01,0.1151,0,1601,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,1,0.01,0.3589,0.00000000016783,1604,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,1,0.05,0.11,0,1602,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,1,0.05,0.35,0.00000000036346,1596,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,1,0.1,0.1132,0,1596,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,1,0.1,0.3295,0.00000000047431,1599,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,1,0.5,0.1048,0,1600,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,1,0.5,0.3046,0.00000000073374,1599,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,1,1,0.1044,0,1605,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,1,1,0.3465,0.0000000011644,1597,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,5,0.001,0.1278,0,1596,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,5,0.001,0.382,0.00000000027287,1598,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,5,0.01,0.1216,0,1602,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,5,0.01,0.3472,0.00000000062759,1604,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,5,0.05,0.11,0,1604,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,5,0.05,0.3592,0.0000000014574,1591,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,5,0.1,0.1102,0,1600,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,5,0.1,0.3134,0.0000000020358,1598,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,5,0.5,0.0934,0.00000000011334,1598,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,5,0.5,0.3065,0.000000003008,1595,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,5,1,0.0987,0.00000000014154,1604,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,5,1,0.3178,0.0000000046497,1595,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,10,0.001,0.1105,0,1593,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,10,0.001,0.338,0.0000000004752,1607,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,10,0.01,0.1095,0,1593,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,10,0.01,0.321,0.0000000014089,1598,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,10,0.05,0.0965,0,1595,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,10,0.05,0.293,0.0000000024662,1603,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,10,0.1,0.1022,0,1596,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,10,0.1,0.3173,0.0000000027907,1601,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,10,0.5,0.0934,0.00000000018764,1590,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,10,0.5,0.2865,0.0000000058669,1599,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,10,1,0.0879,0.00000000027531,1602,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,10,1,0.2932,0.0000000083963,1598,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,20,0.001,0.1015,0,1596,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,20,0.001,0.3367,0.00000000094054,1600,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,20,0.01,0.1035,0,1595,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,20,0.01,0.2928,0.0000000020231,1603,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,20,0.05,0.0963,0.00000000015992,1598,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,20,0.05,0.3068,0.0000000044106,1607,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,20,0.1,0.0956,0.00000000019632,1597,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,20,0.1,0.286,0.0000000054326,1601,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,20,0.5,0.0911,0.00000000034682,1600,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,20,0.5,0.2926,0.000000011658,1607,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,20,1,0.0935,0.00000000042329,1603,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,20,1,0.2832,0.00000001301,1586,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,50,0.001,0.0881,0,1594,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,50,0.001,0.2715,0.0000000020741,1597,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,50,0.01,0.0814,0.00000000017379,1598,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,50,0.01,0.2638,0.0000000051009,1592,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,50,0.05,0.0753,0.00000000030603,1595,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,50,0.05,0.2463,0.0000000090964,1589,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,50,0.1,0.0741,0.00000000046303,1592,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,50,0.1,0.2213,0.000000013433,1596,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,50,0.5,0.0761,0.00000000070213,1596,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,50,0.5,0.2234,0.000000021152,1601,No
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,50,1,0.0705,0.0000000010537,1593,Yes
Silicon Nitride (Si3N4),None (Uncoated),-123,3.2,39.14,2.67,50,1,0.2347,0.000000034846,1606,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,1,0.001,0.127,0,1590,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,1,0.001,0.3814,0,1594,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,1,0.01,0.1259,0,1589,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,1,0.01,0.3432,0.00000000019902,1599,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,1,0.05,0.1176,0,1590,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,1,0.05,0.3517,0.00000000037957,1597,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,1,0.1,0.1101,0,1592,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,1,0.1,0.3424,0.00000000049492,1600,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,1,0.5,0.1091,0,1597,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,1,0.5,0.3229,0.00000000096282,1606,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,1,1,0.1056,0,1592,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,1,1,0.3401,0.0000000014624,1599,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,5,0.001,0.1174,0,1604,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,5,0.001,0.3523,0.00000000033747,1597,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,5,0.01,0.1253,0,1601,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,5,0.01,0.3871,0.00000000077145,1589,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,5,0.05,0.1224,0,1595,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,5,0.05,0.3732,0.0000000012287,1597,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,5,0.1,0.1149,0,1592,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,5,0.1,0.3227,0.0000000018444,1609,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,5,0.5,0.1056,0.00000000012795,1601,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,5,0.5,0.3345,0.0000000031367,1601,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,5,1,0.0978,0.00000000014784,1604,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,5,1,0.3122,0.0000000046614,1601,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,10,0.001,0.1169,0,1589,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,10,0.001,0.3374,0.00000000048998,1601,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,10,0.01,0.1104,0,1592,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,10,0.01,0.3116,0.0000000012816,1600,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,10,0.05,0.104,0,1594,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,10,0.05,0.3101,0.0000000025155,1595,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,10,0.1,0.1089,0.00000000011543,1596,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,10,0.1,0.3252,0.000000003176,1598,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,10,0.5,0.0999,0.00000000020727,1593,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,10,0.5,0.3293,0.000000005111,1599,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,10,1,0.1055,0.00000000025364,1598,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,10,1,0.2998,0.0000000092008,1605,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,20,0.001,0.1159,0,1592,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,20,0.001,0.3148,0.00000000094581,1588,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,20,0.01,0.1051,0,1600,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,20,0.01,0.3423,0.0000000026391,1592,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,20,0.05,0.1043,0.00000000016806,1596,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,20,0.05,0.2954,0.0000000043597,1593,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,20,0.1,0.098,0.00000000019432,1595,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,20,0.1,0.3091,0.0000000062291,1603,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,20,0.5,0.0965,0.00000000040894,1596,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,20,0.5,0.2586,0.000000011609,1596,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,20,1,0.0935,0.0000000005745,1593,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,20,1,0.2728,0.00000001568,1602,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,50,0.001,0.0977,0,1611,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,50,0.001,0.2721,0.0000000023479,1599,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,50,0.01,0.0923,0.0000000001828,1589,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,50,0.01,0.2758,0.0000000056133,1604,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,50,0.05,0.0825,0.000000000325,1596,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,50,0.05,0.2701,0.000000010326,1597,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,50,0.1,0.0773,0.00000000037939,1597,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,50,0.1,0.2469,0.000000013734,1606,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,50,0.5,0.0859,0.00000000079878,1593,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,50,0.5,0.2465,0.000000022944,1589,No
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,50,1,0.0673,0.0000000011116,1601,Yes
Silicon Nitride (Si3N4),None (Uncoated),-93,3.2,37.43,2.77,50,1,0.2354,0.000000029723,1586,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,1,0.001,0.1344,0,1591,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,1,0.001,0.3917,0,1607,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,1,0.01,0.1247,0,1587,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,1,0.01,0.4092,0.00000000019856,1582,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,1,0.05,0.1267,0,1592,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,1,0.05,0.3706,0.00000000043034,1593,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,1,0.1,0.109,0,1596,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,1,0.1,0.3749,0.00000000051978,1600,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,1,0.5,0.1167,0,1597,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,1,0.5,0.3545,0.0000000010823,1593,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,1,1,0.1148,0,1593,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,1,1,0.3622,0.000000001406,1598,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,5,0.001,0.1355,0,1597,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,5,0.001,0.379,0.00000000034409,1603,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,5,0.01,0.1305,0,1593,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,5,0.01,0.3622,0.00000000089145,1597,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,5,0.05,0.1215,0,1596,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,5,0.05,0.3654,0.0000000016891,1598,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,5,0.1,0.1158,0,1598,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,5,0.1,0.3331,0.00000000232,1596,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,5,0.5,0.1106,0.00000000014352,1605,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,5,0.5,0.3116,0.0000000035834,1592,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,5,1,0.1033,0.00000000019352,1591,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,5,1,0.3359,0.0000000056925,1597,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,10,0.001,0.123,0,1596,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,10,0.001,0.3449,0.00000000062326,1583,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,10,0.01,0.1102,0,1597,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,10,0.01,0.3625,0.0000000012863,1595,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,10,0.05,0.1081,0,1592,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,10,0.05,0.3347,0.0000000031008,1608,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,10,0.1,0.1129,0.00000000011781,1594,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,10,0.1,0.3234,0.0000000040524,1600,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,10,0.5,0.1048,0.0000000002472,1594,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,10,0.5,0.3324,0.0000000080085,1595,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,10,1,0.1073,0.00000000034496,1585,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,10,1,0.2831,0.0000000076,1589,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,20,0.001,0.1275,0,1595,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,20,0.001,0.3363,0.00000000091094,1598,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,20,0.01,0.1042,0,1590,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,20,0.01,0.3315,0.0000000029401,1594,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,20,0.05,0.1063,0.00000000016712,1585,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,20,0.05,0.3598,0.0000000051994,1595,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,20,0.1,0.1005,0.00000000022579,1598,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,20,0.1,0.3246,0.0000000072651,1597,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,20,0.5,0.1037,0.00000000042887,1602,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,20,0.5,0.3357,0.000000013156,1596,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,20,1,0.0958,0.00000000053347,1597,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,20,1,0.3069,0.000000018527,1599,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,50,0.001,0.1054,0,1598,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,50,0.001,0.2995,0.0000000022204,1593,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,50,0.01,0.0759,0.0000000002121,1601,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,50,0.01,0.2592,0.0000000049057,1590,No
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,50,0.05,0.0917,0.00000000039827,1593,Yes
Silicon Nitride (Si3N4),None (Uncoated),-63,3.2,35.71,2.87,50,0.05,0.2505,0.000000011029,1595,No
